CBSA,ZIP,Locale,State,CBSA Title
NULL,30442,Millen,GA,NULL
42540,18627,Lehman,PA,"Scranton--Wilkes-Barre, PA"
18140,43222,Columbus,OH,"Columbus, OH"
15680,20667,Park Hall,MD,"California-Lexington Park, MD"
36540,68002,Arlington,NE,"Omaha-Council Bluffs, NE-IA"
31140,47161,New Salisbury,IN,"Louisville/Jefferson County, KY-IN"
44140,01026,Cummington,MA,"Springfield, MA"
47900,20070,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
41540,19975,West Fenwick,DE,"Salisbury, MD-DE"
31080,90810,Carson,CA,"Los Angeles-Long Beach-Anaheim, CA"
28540,99928,Ward Cove,AK,"Ketchikan, AK"
17460,44233,Hinckley,OH,"Cleveland-Elyria, OH"
16980,60458,Justice,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
30020,73501,Lawton,OK,"Lawton, OK"
39900,89440,Virginia City,NV,"Reno, NV"
NULL,30660,Rayle,GA,NULL
11180,50244,Slater,IA,"Ames, IA"
NULL,54451,Medford,WI,NULL
45900,49654,Leland,MI,"Traverse City, MI"
31420,31204,Macon,GA,"Macon-Bibb County, GA"
37460,32402,Panama City,FL,"Panama City, FL"
46020,96160,Truckee,CA,"Truckee-Grass Valley, CA"
33020,65265,Mexico,MO,"Mexico, MO"
40220,24028,Roanoke,VA,"Roanoke, VA"
18140,43046,Millersport,OH,"Columbus, OH"
16580,60933,Elliott,IL,"Champaign-Urbana, IL"
35620,10032,Manhattan,NY,"New York-Newark-Jersey City, NY-NJ-PA"
44300,16851,Lemont,PA,"State College, PA"
47900,20906,Leisure World,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
29060,03276,Northfield,NH,"Laconia, NH"
35620,08812,Green Brook Township,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
37900,61547,Mapleton,IL,"Peoria, IL"
NULL,09606,APO,AE,NULL
33100,33309,Lauderdale Lakes,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
42300,49783,Sault Ste. Marie,MI,"Sault Ste. Marie, MI"
NULL,15550,Manns Choice,PA,NULL
37860,32571,Pace,FL,"Pensacola-Ferry Pass-Brent, FL"
16980,60475,Steger,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
13820,35051,Columbiana,AL,"Birmingham-Hoover, AL"
47900,22103,Mc Lean,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
37100,93041,Naval Base Ventura C,CA,"Oxnard-Thousand Oaks-Ventura, CA"
47900,20816,"Bethesda ",MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
12060,30534,"Dawsonville ",GA,"Atlanta-Sandy Springs-Alpharetta, GA"
NULL,71646,Hamburg,AR,NULL
26380,70361,Houma,LA,"Houma-Thibodaux, LA"
47900,20003,Washington Dc,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
37980,19706,Delaware City,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
49340,06239,Killingly,CT,"Worcester, MA-CT"
35620,11101,Queens,NY,"New York-Newark-Jersey City, NY-NJ-PA"
35620,10162,"New York ",NY,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,63748,Frohna,MO,NULL
41940,95036,Milpitas,CA,"San Jose-Sunnyvale-Santa Clara, CA"
NULL,09378,Apo,AE,NULL
39300,02857,N Scituate,RI,"Providence-Warwick, RI-MA"
28340,46763,LaOtto,IN,"Kendallville, IN"
33580,57340,Fulton,SD,"Mitchell, SD"
30380,17099,Yeagertown,PA,"Lewistown, PA"
12420,78957,Smithville,TX,"Austin-Round Rock-Georgetown, TX"
18380,31015,Cordele,GA,"Cordele, GA"
47900,20715,bowie,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
33100,33028,Pembroke Pnes,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
NULL,68920,Alma,NE,NULL
NULL,45449,West Carrollton,OH,NULL
38900,97006,Aloha,OR,"Portland-Vancouver-Hillsboro, OR-WA"
12060,30098,Duluth,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
41980,00922,San Juan,PR,"San Juan-Bayam�n-Caguas, PR"
47260,23068,Hallieford,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
NULL,51652,Sidney,IA,NULL
17140,45216,Cincinnati,OH,"Cincinnati, OH-KY-IN"
41740,92166,San Diego,CA,"San Diego-Chula Vista-Carlsbad, CA"
38500,46513,Donaldson,IN,"Plymouth, IN"
15380,14012,Barker,NY,"Buffalo-Cheektowaga, NY"
17980,31811,Hamilton,GA,"Columbus, GA-AL"
37980,08089,Waterford Works,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
35620,10199,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,25678,Matewan,WV,NULL
38300,16024,Callery,PA,"Pittsburgh, PA"
47260,23064,Grimstead,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
41740,92055,Oceanside,CA,"San Diego-Chula Vista-Carlsbad, CA"
NULL,96101,Alturas,CA,NULL
31700,03440,Antrim,NH,"Manchester-Nashua, NH"
33220,48641,Midland,MI,"Midland, MI"
22420,48504,Flint,MI,"Flint, MI"
16740,28092,Boger City,NC,"Charlotte-Concord-Gastonia, NC-SC"
16980,60644,Chicago,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
NULL,31063,Montezuma,GA,NULL
35620,10112,Nyc,NY,"New York-Newark-Jersey City, NY-NJ-PA"
37980,19468,Linfield,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34740,49457,Twin Lake,MI,"Muskegon, MI"
47580,31008,Byron,GA,"Warner Robins, GA"
NULL,18453,Pleasant Mount,PA,NULL
30260,17835,Laurelton,PA,"Lewisburg, PA"
33780,48182,Temperance,MI,"Monroe, MI"
35620,10154,New York City,NY,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,04463,Milo,ME,NULL
NULL,30457,Soperton,GA,NULL
38300,15422,Chestnut Rdg,PA,"Pittsburgh, PA"
NULL,75670,Marshall,TX,NULL
47900,20573,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
11580,34269,Arcadia,FL,"Arcadia, FL"
37980,19454,Gwynedd,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
37460,32409,Panama City,FL,"Panama City, FL"
36460,14779,Salamanca,NY,"Olean, NY"
14460,03851,Milton,NH,"Boston-Cambridge-Newton, MA-NH"
47900,20646,Dentsville,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
NULL,47579,Santa Claus,IN,NULL
35700,85646,Tubac,AZ,"Nogales, AZ"
27740,37658,Hampton,TN,"Johnson City, TN"
17820,80917,Co Spgs,CO,"Colorado Springs, CO"
34980,37031,Castalian Springs,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
43580,68776,South Sioux City,NE,"Sioux City, IA-NE-SD"
NULL,28423,Bolton,NC,NULL
24460,67564,Olmitz,KS,"Great Bend, KS"
29620,48876,Potterville,MI,"Lansing-East Lansing, MI"
12420,78655,Martindale,TX,"Austin-Round Rock-Georgetown, TX"
35620,10111,Manhattan,NY,"New York-Newark-Jersey City, NY-NJ-PA"
15540,05468,Georgia,VT,"Burlington-South Burlington, VT"
46540,13303,Ava,NY,"Utica-Rome, NY"
NULL,45429,Centerville,OH,NULL
38900,97003,Aloha,OR,"Portland-Vancouver-Hillsboro, OR-WA"
NULL,54770,Strum,WI,NULL
35620,10023,Ny,NY,"New York-Newark-Jersey City, NY-NJ-PA"
12580,21220,Middle river,MD,"Baltimore-Columbia-Towson, MD"
48260,43944,Richmond,OH,"Weirton-Steubenville, WV-OH"
13300,78102,Beeville,TX,"Beeville, TX"
12060,30324,ATLANTA,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
31080,91328,Northridge,CA,"Los Angeles-Long Beach-Anaheim, CA"
12740,05682,Worcester,VT,"Barre, VT"
47220,08348,Port Elizabeth,NJ,"Vineland-Bridgeton, NJ"
16340,30153,Rockmart,GA,"Cedartown, GA"
12580,21205,"Baltimore ",MD,"Baltimore-Columbia-Towson, MD"
35840,34203,bradenton,FL,"North Port-Sarasota-Bradenton, FL"
12580,21060,Glen Bur Is,MD,"Baltimore-Columbia-Towson, MD"
13820,35223,"Mountain Brook ",AL,"Birmingham-Hoover, AL"
28140,66217,Shawnee,KS,"Kansas City, MO-KS"
31080,90748,Wilmington,CA,"Los Angeles-Long Beach-Anaheim, CA"
26940,38771,Ruleville,MS,"Indianola, MS"
26300,71909,Hot Springs,AR,"Hot Springs, AR"
16980,60014,Village Of Lakewood,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
35620,11022,Great Neck,NY,"New York-Newark-Jersey City, NY-NJ-PA"
17140,41010,Corinth,KY,"Cincinnati, OH-KY-IN"
38300,15674,Norvelt,PA,"Pittsburgh, PA"
19300,36577,Spanish Fort,AL,"Daphne-Fairhope-Foley, AL"
21020,27985,Winfall,NC,"Elizabeth City, NC"
24900,38941,Itta Bena,MS,"Greenwood, MS"
15380,14208,Buffalo,NY,"Buffalo-Cheektowaga, NY"
NULL,87901,Truth Or Consequence,NM,NULL
14460,01833,Haverhill,MA,"Boston-Cambridge-Newton, MA-NH"
33100,33056,Miami,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
16980,46411,Merrillville,IN,"Chicago-Naperville-Elgin, IL-IN-WI"
NULL,18456,Prompton,PA,NULL
38300,15021,Eldersville,PA,"Pittsburgh, PA"
38860,03907,Ogunquit,ME,"Portland-South Portland, ME"
26340,49913,Calumet,MI,"Houghton, MI"
35620,11104,Astoria,NY,"New York-Newark-Jersey City, NY-NJ-PA"
25940,29935,Port Royal,SC,"Hilton Head Island-Bluffton, SC"
41860,94913,San Rafael,CA,"San Francisco-Oakland-Berkeley, CA"
NULL,45426,Trotwood,OH,NULL
35300,06524,New Haven,CT,"New Haven-Milford, CT"
NULL,05859,Jay,VT,NULL
11100,79120,Amarillo,TX,"Amarillo, TX"
10580,12240,Albany,NY,"Albany-Schenectady-Troy, NY"
49700,95953,Live Oak,CA,"Yuba City, CA"
31080,91357,Tarzana,CA,"Los Angeles-Long Beach-Anaheim, CA"
NULL,10292,New York,NY,NULL
36260,84087,Woods Cross,UT,"Ogden-Clearfield, UT"
47540,45885,Saint Marys,OH,"Wapakoneta, OH"
46140,74155,Tulsa,OK,"Tulsa, OK"
47900,20910,Takoma Pk,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
NULL,24381,Woodlawn,VA,NULL
NULL,75773,Mineola,TX,NULL
35620,11794,Stonybrook,NY,"New York-Newark-Jersey City, NY-NJ-PA"
35620,11770,Ocean Beach,NY,"New York-Newark-Jersey City, NY-NJ-PA"
49660,44401,Berlin Center,OH,"Youngstown-Warren-Boardman, OH-PA"
41740,91933,Imperial Beach,CA,"San Diego-Chula Vista-Carlsbad, CA"
44140,01063,North Hampton,MA,"Springfield, MA"
21660,97437,Elmira,OR,"Eugene-Springfield, OR"
45300,33685,Tampa,FL,"Tampa-St. Petersburg-Clearwater, FL"
40060,23236,N Chesterfld,VA,"Richmond, VA"
39060,17978,Spring Glen,PA,"Pottsville, PA"
16980,60552,Somonauk,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
19780,50266,W Des Moines,IA,"Des Moines-West Des Moines, IA"
41180,62088,Staunton,IL,"St. Louis, MO-IL"
NULL,03251,Lincoln,NH,NULL
40900,95637,Guinda,CA,"Sacramento-Roseville-Folsom, CA"
47900,20781,Edmonston,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
NULL,72943,Magazine,AR,NULL
19100,75161,Terrell,TX,"Dallas-Fort Worth-Arlington, TX"
48620,67223,Wichita,KS,"Wichita, KS"
45940,08628,Ewing Township,NJ,"Trenton-Princeton, NJ"
47620,16313,Clarendon,PA,"Warren, PA"
NULL,80759,Yuma,CO,NULL
NULL,95245,Mokelumne Hill,CA,NULL
45820,66097,Winchester,KS,"Topeka, KS"
47900,20024,Fort Lesley J Mcnair,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
NULL,44695,Bowerston,OH,NULL
38860,04085,Steep Falls,ME,"Portland-South Portland, ME"
NULL,96913,Mangilao,GU,NULL
16740,29715,"Fort Mill ",SC,"Charlotte-Concord-Gastonia, NC-SC"
41180,63128,Sappington,MO,"St. Louis, MO-IL"
30780,72022,Benton,AR,"Little Rock-North Little Rock-Conway, AR"
11900,45764,Nelsonville,OH,"Athens, OH"
40900,96140,Carnelian Bay,CA,"Sacramento-Roseville-Folsom, CA"
25540,06013,Unionville,CT,"Hartford-East Hartford-Middletown, CT"
39820,96088,Shingletown,CA,"Redding, CA"
47260,23508,"Norfolk ",VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
37100,93065,"Simi Valley ",CA,"Oxnard-Thousand Oaks-Ventura, CA"
47900,20187,warrenton,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
12580,21229,BALTIMORE,MD,"Baltimore-Columbia-Towson, MD"
38300,15376,West Alexander,PA,"Pittsburgh, PA"
35620,11367,Kew Garden hills,NY,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,82440,Ralston,WY,NULL
NULL,23070,Hardyville,VA,NULL
45460,47966,Newport,IN,"Terre Haute, IN"
NULL,48872,Perry,MI,NULL
47620,16367,Warren,PA,"Warren, PA"
13260,47446,Mitchell,IN,"Bedford, IN"
42540,18704,Pringle,PA,"Scranton--Wilkes-Barre, PA"
NULL,66901,Concordia,KS,NULL
NULL,62353,Mount Sterling,IL,NULL
NULL,87832,San Antonio,NM,NULL
42200,93107,Santa Barbara,CA,"Santa Maria-Santa Barbara, CA"
24860,29603,Greenville,SC,"Greenville-Anderson, SC"
23060,46731,Craigville,IN,"Fort Wayne, IN"
12580,21264,Baltimore,MD,"Baltimore-Columbia-Towson, MD"
33100,33313,Laud Lakes,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
31140,47117,Elizabeth,IN,"Louisville/Jefferson County, KY-IN"
25060,39505,Gulfport,MS,"Gulfport-Biloxi, MS"
NULL,36513,Calvert,AL,NULL
45300,33736,Saint Petersburg,FL,"Tampa-St. Petersburg-Clearwater, FL"
40340,55940,Hayfield,MN,"Rochester, MN"
11420,46737,Clear Lake,IN,"Angola, IN"
NULL,96929,Yigo,GU,NULL
22020,56563,Moorhead,MN,"Fargo, ND-MN"
45300,33680,Tampa,FL,"Tampa-St. Petersburg-Clearwater, FL"
47900,20074,Pnc Financial,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
17740,49094,Union City,MI,"Coldwater, MI"
35620,11548,Brookville,NY,"New York-Newark-Jersey City, NY-NJ-PA"
31540,53503,Arena,WI,"Madison, WI"
44140,01105,Spfld,MA,"Springfield, MA"
35620,08087,Ltl Egg Hbr,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
49740,85356,Wellton,AZ,"Yuma, AZ"
NULL,05038,Chelsea,VT,NULL
NULL,77350,Leggett,TX,NULL
47900,20855,rockville,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
45860,06794,Washington,CT,"Torrington, CT"
12580,21202,BALTIMORE,MD,"Baltimore-Columbia-Towson, MD"
49420,98953,Zillah,WA,"Yakima, WA"
NULL,78144,Panna Maria,TX,NULL
33260,79703,Midland,TX,"Midland, TX"
17900,29207,Columbia,SC,"Columbia, SC"
16980,46404,Gary,IN,"Chicago-Naperville-Elgin, IL-IN-WI"
46140,74018,Claremore,OK,"Tulsa, OK"
39300,02838,Manville,RI,"Providence-Warwick, RI-MA"
NULL,09835,Fpo,AE,NULL
41860,94062,Emerald Lake Hills,CA,"San Francisco-Oakland-Berkeley, CA"
47900,20816,BETHESDA,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
12740,05640,Adamant,VT,"Barre, VT"
14740,98353,Manchester,WA,"Bremerton-Silverdale-Port Orchard, WA"
41700,78244,San antonio,TX,"San Antonio-New Braunfels, TX"
NULL,67155,Wilmore,KS,NULL
35380,70083,Port Sulphur,LA,"New Orleans-Metairie, LA"
17060,45673,Richmond Dale,OH,"Chillicothe, OH"
37980,08030,Brooklawn,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
15180,78578,Port Isabel,TX,"Brownsville-Harlingen, TX"
37980,19390,Chatham,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
20780,81620,Beaver Creek,CO,"Edwards, CO"
NULL,47960,Indiana Beach,IN,NULL
35620,11932,Bridge Hampton,NY,"New York-Newark-Jersey City, NY-NJ-PA"
28140,64150,Riverside,MO,"Kansas City, MO-KS"
35300,06519,N Haven,CT,"New Haven-Milford, CT"
13820,35501,Jasper,AL,"Birmingham-Hoover, AL"
38300,15677,Rector,PA,"Pittsburgh, PA"
31080,91404,Van Nuys,CA,"Los Angeles-Long Beach-Anaheim, CA"
31140,40207,St Matthews,KY,"Louisville/Jefferson County, KY-IN"
37220,89061,Pahrump,NV,"Pahrump, NV"
17140,47353,Liberty,IN,"Cincinnati, OH-KY-IN"
NULL,41132,Denton,KY,NULL
22020,58042,Harwood,ND,"Fargo, ND-MN"
40420,61065,Poplar Grove,IL,"Rockford, IL"
24060,81602,Glenwood Springs,CO,"Glenwood Springs, CO"
NULL,25985,Sandstone,WV,NULL
35620,10313,Staten Island,NY,"New York-Newark-Jersey City, NY-NJ-PA"
47260,23061,Zanoni,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
26620,35894,Huntsville,AL,"Huntsville, AL"
NULL,09137,APO,AE,NULL
39580,27609,"Raleigh ",NC,"Raleigh-Cary, NC"
31700,03048,Mason,NH,"Manchester-Nashua, NH"
47900,20901,SIlver Spring,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
26140,34448,Homossassa,FL,"Homosassa Springs, FL"
12580,21041,ellicott city,MD,"Baltimore-Columbia-Towson, MD"
14460,02472,WATERTOWN,MA,"Boston-Cambridge-Newton, MA-NH"
47900,20814,"Bethesda ",MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
12580,21205,Baltimore21205,MD,"Baltimore-Columbia-Towson, MD"
21260,98925,Easton,WA,"Ellensburg, WA"
23420,93774,Fresno,CA,"Fresno, CA"
35620,11701,N Amityville,NY,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,08905,New Brunswick,NJ,NULL
41860,94516,Canyon,CA,"San Francisco-Oakland-Berkeley, CA"
29180,70526,Crowley,LA,"Lafayette, LA"
41860,94963,San Geronimo,CA,"San Francisco-Oakland-Berkeley, CA"
37860,32568,Mc David,FL,"Pensacola-Ferry Pass-Brent, FL"
42020,93403,San Luis Obispo,CA,"San Luis Obispo-Paso Robles, CA"
NULL,05362,Williamsville,VT,NULL
10580,12236,Albany,NY,"Albany-Schenectady-Troy, NY"
36300,13625,Colton,NY,"Ogdensburg-Massena, NY"
29340,70668,Vinton,LA,"Lake Charles, LA"
16980,60473,SOUTH HOLLAND,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
26420,77560,Hankamer,TX,"Houston-The Woodlands-Sugar Land, TX"
36420,73172,Oklahoma City,OK,"Oklahoma City, OK"
NULL,10572,Pleasantville,NY,NULL
43340,71110,Shreveport,LA,"Shreveport-Bossier City, LA"
47900,20892,National Institute O,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
13820,35131,Ragland,AL,"Birmingham-Hoover, AL"
19820,48173,Gibraltar,MI,"Detroit-Warren-Dearborn, MI"
42540,18618,Monroe Township,PA,"Scranton--Wilkes-Barre, PA"
44140,01032,Goshen,MA,"Springfield, MA"
47260,23604,Fort Eustis,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
NULL,09623,FPO,AE,NULL
16740,28219,Charlotte,NC,"Charlotte-Concord-Gastonia, NC-SC"
33860,36022,Deatsville,AL,"Montgomery, AL"
41860,94121,SAN FRANCISCO,CA,"San Francisco-Oakland-Berkeley, CA"
19820,48082,"Saint Clair Shores ",MI,"Detroit-Warren-Dearborn, MI"
36260,84302,Perry,UT,"Ogden-Clearfield, UT"
14460,02184,BRAINTREE,MA,"Boston-Cambridge-Newton, MA-NH"
47900,20024,Washington DC,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
NULL,54859,Minong,WI,NULL
NULL,61956,Villa Grove,IL,NULL
19820,48041,Memphis,MI,"Detroit-Warren-Dearborn, MI"
43740,15935,Hollsopple,PA,"Somerset, PA"
13220,25904,Pax,WV,"Beckley, WV"
47900,22242,Arlington,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
42620,72102,McRae,AR,"Searcy, AR"
18500,14874,Pulteney,NY,"Corning, NY"
16700,29458,Mc Clellanville,SC,"Charleston-North Charleston, SC"
16740,28284,Charlotte,NC,"Charlotte-Concord-Gastonia, NC-SC"
41500,93912,Salinas,CA,"Salinas, CA"
15180,78553,Harlingen,TX,"Brownsville-Harlingen, TX"
NULL,78962,Weimar,TX,NULL
35620,07930,chester,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
10900,08865,"Phillipsburg ",NJ,"Allentown-Bethlehem-Easton, PA-NJ"
38300,15618,Edmon,PA,"Pittsburgh, PA"
46140,74126,Tulsa,OK,"Tulsa, OK"
47940,50613,Cedarfalls,IA,"Waterloo-Cedar Falls, IA"
17500,33935,LaBelle,FL,"Clewiston, FL"
41740,91921,Chula Vista,CA,"San Diego-Chula Vista-Carlsbad, CA"
13820,35031,Blountsville,AL,"Birmingham-Hoover, AL"
48900,28408,Wilmington,NC,"Wilmington, NC"
40900,95613,Coloma,CA,"Sacramento-Roseville-Folsom, CA"
NULL,76943,Ozona,TX,NULL
16620,25009,Ashford,WV,"Charleston, WV"
37980,19007,Tullytown,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
31080,90048,LOS ANGELES,CA,"Los Angeles-Long Beach-Anaheim, CA"
27420,58424,Cleveland,ND,"Jamestown, ND"
33460,54003,Beldenville,WI,"Minneapolis-St. Paul-Bloomington, MN-WI"
35620,07928,"Chatham ",NJ,"New York-Newark-Jersey City, NY-NJ-PA"
41540,19966,Millsbooro,DE,"Salisbury, MD-DE"
33100,33140,MIAMI BEACH,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
NULL,34060,DPO,AA,NULL
26420,77096,Houston,TX,"Houston-The Woodlands-Sugar Land, TX"
47260,23435,Suffolk,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
41860,94531,Antioch,CA,"San Francisco-Oakland-Berkeley, CA"
35620,10514,Chappaqua,NY,"New York-Newark-Jersey City, NY-NJ-PA"
35620,10004,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA"
47900,20852,Rockville,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
41500,93906,Salinas,CA,"Salinas, CA"
19780,50317,Des Moines,IA,"Des Moines-West Des Moines, IA"
41940,95138,San Jose,CA,"San Jose-Sunnyvale-Santa Clara, CA"
35620,07080,South Plainfield,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
35620,11755,Lake Grove,NY,"New York-Newark-Jersey City, NY-NJ-PA"
36740,32779,Longwood,FL,"Orlando-Kissimmee-Sanford, FL"
10900,18104,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ"
33100,33483,Delray Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
39380,81001,Pueblo,CO,"Pueblo, CO"
19660,32137,Palm Coast,FL,"Deltona-Daytona Beach-Ormond Beach, FL"
12580,21028,Churchville,MD,"Baltimore-Columbia-Towson, MD"
37980,19086,Wallingford,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
16740,28270,Charlotte,NC,"Charlotte-Concord-Gastonia, NC-SC"
35620,10601,White Plains,NY,"New York-Newark-Jersey City, NY-NJ-PA"
47900,20607,Accokeek,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
38060,85286,Chandler,AZ,"Phoenix-Mesa-Chandler, AZ"
36740,32869,Orlando,FL,"Orlando-Kissimmee-Sanford, FL"
35620,11040,Garden City P,NY,"New York-Newark-Jersey City, NY-NJ-PA"
35620,10573,Rye Brook,NY,"New York-Newark-Jersey City, NY-NJ-PA"
29540,17579,Strasburg,PA,"Lancaster, PA"
14460,02176,Melrose,MA,"Boston-Cambridge-Newton, MA-NH"
31080,91006,Arcadia,CA,"Los Angeles-Long Beach-Anaheim, CA"
31080,90071,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA"
14860,06896,Redding,CT,"Bridgeport-Stamford-Norwalk, CT"
NULL,30642,Greensboro,GA,NULL
36740,32771,Sanford,FL,"Orlando-Kissimmee-Sanford, FL"
41940,94089,Sunnyvale,CA,"San Jose-Sunnyvale-Santa Clara, CA"
37980,19707,Hockessin,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
40060,23060,Glen Allen,VA,"Richmond, VA"
35620,10304,Staten Island,NY,"New York-Newark-Jersey City, NY-NJ-PA"
38900,97229,Portland,OR,"Portland-Vancouver-Hillsboro, OR-WA"
31080,91001,Altadena,CA,"Los Angeles-Long Beach-Anaheim, CA"
17980,31905,Fort Benning,GA,"Columbus, GA-AL"
NULL,96326,Apo,AP,NULL
27220,83422,Driggs,ID,"Jackson, WY-ID"
33100,33467,Lake Worth,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
37980,19046,Jenkintown,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
47900,22042,Falls Church,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
33660,36575,Semmes,AL,"Mobile, AL"
35620,11001,Floral Park,NY,"New York-Newark-Jersey City, NY-NJ-PA"
30140,17067,Myerstown,PA,"Lebanon, PA"
33460,55116,Saint Paul,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
47220,08320,Fairton,NJ,"Vineland-Bridgeton, NJ"
40060,23228,Richmond,VA,"Richmond, VA"
16820,22902,Charlottesville,VA,"Charlottesville, VA"
41180,63119,Saint Louis,MO,"St. Louis, MO-IL"
35620,10166,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA"
41940,94306,Palo Alto,CA,"San Jose-Sunnyvale-Santa Clara, CA"
14460,02460,Newton,MA,"Boston-Cambridge-Newton, MA-NH"
38240,28374,Pinehurst,NC,"Pinehurst-Southern Pines, NC"
44300,16870,Port Matilda,PA,"State College, PA"
25940,29928,Hilton Head Island,SC,"Hilton Head Island-Bluffton, SC"
25420,17055,Mechanicsburg,PA,"Harrisburg-Carlisle, PA"
40900,95831,Sacramento,CA,"Sacramento-Roseville-Folsom, CA"
48700,17756,Pennsdale,PA,"Williamsport, PA"
45300,33764,Clearwater,FL,"Tampa-St. Petersburg-Clearwater, FL"
21140,46516,Elkhart,IN,"Elkhart-Goshen, IN"
16540,17236,Mercersburg,PA,"Chambersburg-Waynesboro, PA"
42680,32968,Vero Beach,FL,"Sebastian-Vero Beach, FL"
38940,34984,Port Saint Lucie,FL,"Port St. Lucie, FL"
21660,97405,Eugene,OR,"Eugene-Springfield, OR"
35620,11361,Bayside,NY,"New York-Newark-Jersey City, NY-NJ-PA"
41740,92126,San Diego,CA,"San Diego-Chula Vista-Carlsbad, CA"
24860,29604,Greenville,SC,"Greenville-Anderson, SC"
35620,10917,Central Valley,NY,"New York-Newark-Jersey City, NY-NJ-PA"
39300,02852,North Kingstown,RI,"Providence-Warwick, RI-MA"
16740,28288,Charlotte,NC,"Charlotte-Concord-Gastonia, NC-SC"
35620,10980,Stony Point,NY,"New York-Newark-Jersey City, NY-NJ-PA"
12060,30075,Roswell,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
